Name,Title,Cost,EntryCost,Description,MOD,RO,RP-0,CATEGORY,INFO,TECHNOLOGY,YEAR,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,SAME,PLACEMENT NOTES,COST NOTES,DATE COSTED,ECM'S,IDENTICAL,Avion,DecA,DecB,EngLqdPF,EngLqdTurb,EngSolid,Haibt,Human,Instrum,Nuke,Reentry,Toxic,Decoup,Hydro,Balloon,SM,NonReentry,Unpress,Tank Type,Diameter,Length
RO-E1,E-1,1300,60000,"Pump-fed kerolox open cycle (gas generator) booster engine developed from LR79/89. Backup proposal for the first stage engine on the Titan 1 ICBM, and proposed first stage engine on the Saturn 1 but ultimately never flown (4 E-1s replaced with 8 H-1s). Diameter: [2.14 m]. Plume configured by RealPlume.",Stock (RO Addition),Yes,Yes,ORBITAL,,orbitalRocketry1963,1963,03-HUMAN,,true,E-1,E1,,,,,,E-1,"FASAE1,SHIP_E1,RO-E1",,,,,X,,,,,,,,,,,,,,,,
RO-EarlyMagnet,Early Magnetometer Boom,250,5000,"Mounted at the end of this folding boom is the Early Magnetometer, used to measure magnetic fields. Historically, this experiment is based on the ones flown on many early satellite and probe missions.\nThe science can be transmitted for full recovery. Level 1 Magnetometer Experiment can gather 25% of Magnetometer Science.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,Magnetic Scan,scienceSatellite,1959,02-SAT,,true,MAG-1/3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-EarlySIGINT,Early SIGINT Satellite,24000,480000,"The Early Signals Intelligence (SIGINT) Satellite is used to listen to transmissions coming from Earth. Historically, these were flown as SIGNIT Spy Satellites under the Canyon codename. Not much is known about the actual abilities of these satellites in real life, but the sizes are estimates based on known information.\nLevel 1 SIGINT Experiment. Can gather 40% of SIGINT Science.",RP-0 (DMagic Model),Yes,Yes,SCIENCE,SIGINT,scienceLunar,1968,05-LUNAR,,true,SIGINT-1/3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-EarlyTVCamera,Early Television Camera,100,2000,"The Early Television Camera is used to take images in the visibile wavelength of planetary bodies from space. This is a very early camera and lacks resolution in the images. Historically, these were flown on Explorer 6, which was the first craft to send images of Earth from orbit, and Luna 3 which was the first craft to return images from the far side of the Moon.\nThe images can be transmitted for full science value. Level 1 Visible Imaging Experiment can gather 10% of Visibile Imaging Science. You can keep up to 5 different images in the storage available.",RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Visibile Imaging,scienceSatellite,1959,02-SAT,,true,IMAGE-1/5,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-FluxgateMagnet,Fluxgate Magnetometer Boom,2000,5000,"The magnetometer instruments are used to determine the magnitude and direction of planetary magnetic fields. The long boom separates these instruments from any interference caused by magnetic elements on the craft. Historically, this experiment is based on the instruments that flew on Voyager 1/2 and Galileo.\nThe science can be transmitted for full recovery. Level 2 Magnetometer Experiment can gather 100% of Magnetometer Science.",RP-0 (DMagic Model),Yes,Yes,SCIENCE,Magnetic Scan,deepSpaceScience,1977,06-STATION,,true,MAG-3/3,,,,,,,"5000,RO-HeliumMagnet",,,,,,,,,,X,,,,,,,,,,,,
RO-GeigerMuller,Geiger-Muller Counter,100,2000,"The Geiger Counter is used for measuring ionizing radiation such as alpha particles, beta particles and gamma rays using the ionization effect created inside the tube.",RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Cosmic Ray,earlyScience,1955,01-PW,,true,GEIGER-1/1,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-H1-RS27,H-1/RS-27 Series,200,4000,"The H-1 is an upgrade to the LR79 engine that propelled the Saturn-I and IB vehicles, as well as late-model Delta rockets (as the RS-27). The H-1/RS-27 are optimized for the first-stage main engine role. The RS-27A has a higher expansion ratio for increased performance at altitude since liftoff thrust on the Delta II is augmented by solid boosters and the core burns rather longer. Diameter: [1.0 m]. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,ORBITAL,,orbitalRocketry1961,1961,03-HUMAN,,true,Saturn I (H-1),H1,,,,,,H-1-SaturnI,"RSBengineH1,bluedog_Delta2_RS27,FASAApolloLFEH1,RO-H1-RS27,SSTU-SC-ENG-H1,KW2mengineMaverickV",,,,,X,,,,,,,,,,,,,,,,
RO-HeliumMagnet,Helium Magnetometer Boom,500,5000,"Mounted at the end of this folding boom is the main part of a Helium Vector Magnetometer, used to measure magnetic fields. Historically, this experiment is based on the ones flown on many missions, including Mariner 4.\nThe science can be transmitted for full recovery. Level 1 Magnetometer Experiment can gather 50% of Magnetometer Science.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,Magnetic Scan,scienceAdvCapsules,1964,04-ADV,,true,MAG-2/3,,,,,,,"2500,RO-EarlyMagnet",,,,,,,,,,X,,,,,,,,,,,,
RO-HG-3,,3175,127000,,SXT (RO Addition),Yes,Yes,HYDROLOX,Engine,hydrolox1976,1976,06-STATION,,true,,HG3,,,,,,HG3,"SHIP_HG_3_SL, RO-HG-3",,,,,X,,,,,,,,,X,,,,,,,
RO-HighResFilmCamera,High Resolution Film Camera,1000,2500,"The High Resolution Film Camera is used to take photographs of Earth from space. This camera provides very high resolution photographs of Earth. They can be transmitted back to Earth, but some fidelity is lost. It is still recommended to physically return them. Historically, these were flown as Spy Satellites under the KH-9 Hexagon name.\nThe photos can be transmitted, but at a penalty of only 50% data. Level 3 Photograph Experiment. Can gather 100% of Photography Science. You can store up to 5 different photos before you need to return them to Earth.",RP-0 (DMagic Model),Yes,Yes,SCIENCE,Photography,surfaceScience,1971,05-LUNAR,,true,PHOTO-3/4,,,,,,,"2500, RO-ImprovedFilmCamera",,,,,,,,,,X,,,,,,,,,,,,
RO-HIRES,High Resolution Imaging Device,2000,2500,"The High Resolution Imaging Device is used to take images in the visibile wavelength of planetary bodies from space. This imager takes very high resolution images and can show details previously undsicovered on other planetary bodies. Historically, this type of camera was flown on the Mars Reconaissance Orbiter.\nThe images can be transmitted for full science value. Level 5 Visible Imaging Experiment can gather 100% of Visible Imaging Science. You can keep up to 5 different images in the storage available.",RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Visibile Imaging,advancedScience,2004,09-INTL,,true,IMAGE-5/5,,,,,,,"2500,RO-AdvancedImager",,,,,,,,,,X,,,,,,,,,,,,
RO-HRIRRadiometer,High-Resolution Infrared Radiometer,500,5000,"The High-Resolution Infrared Radiometer is improved equipment that measures the thermal emmisions and temperatures of the cloud tops as well as the surface features. Historically, this experiment is based on the ones flown on the NIMBUS satellites.\nThe science can be transmitted for full recovery. Level 2 Infrared Radiometer Experiment can gather 50% of Infrared Radiometer Science.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,Infrared Radiometer,scienceAdvCapsules,1964,04-ADV,,true,IR-2/4,,,,,,,"2500,RO-IRRadiometer",,,,,,,,,,X,,,,,,,,,,,,
RO-ImprovedFilmCamera,Improved Film Camera,500,2500,"The Improved Film Camera is used to take photographs of Earth from space. This is an early camera, but is a vast improvement over the Early Camera. Historically, these were flown as Spy Satellites under the Corona name.\nThe photos can be transmitted, but at a severe penalty of only 25% data. Level 2 Photograph Experiment. Can gather 50% of Photography Science. You can store up to 3 different photos before you need to return them to Earth.",RP-0 (DMagic Model),Yes,Yes,SCIENCE,Photography,scienceSatellite,1959,02-SAT,,true,PHOTO-2/4,,,,,,,"2500, science_module",,,,,,,,,,X,,,,,,,,,,,,
RO-ImprovedSIGINT,Improved SIGINT Satellite,48000,480000,"The Improved Signals Intelligence (SIGINT) Satellite is used to listen to transmissions coming from Earth. Historically, these were flown as SIGNIT Spy Satellites under the Vortex codename. Not much is known about the actual abilities of these satellites in real life, but the sizes are estimates based on known information.\nLevel 2 SIGINT Experiment. Can gather 70% of SIGINT Science.",RP-0 (DMagic Model),Yes,Yes,SCIENCE,SIGINT,deepSpaceScience,1978,06-STATION,,true,SIGINT-2/3,,,,,,,"480000,RO-EarlySIGINT",,,,,,,,,,X,,,,,,,,,,,,
RO-ImprovedTVCamera,Improved TV Camera,500,2500,"The Improved TV Camera is used to take images in the visibile wavelength of planetary bodies from space. Historically, this type of camera was flown on Mariner 10 and took the first images of Mercury.\nThe images can be transmitted for full science value. Level 3 Visible Imaging Experiment can gather 50% of Visible Imaging Science. You can keep up to 5 different images in the storage available.",RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Visibile Imaging,deepSpaceScience,1973,06-STATION,,true,IMAGE-3/5,,,,,,,"2500,RO-BasicTVCamera",,,,,,,,,,X,,,,,,,,,,,,
RO-IonMassSpectrometer,Ion Mass Spectrometer,250,5000,"Commonly called Bennet Radio frequency mass spectrometers, they are only sensitive to charged atoms and molecules since they do not incorporate an ion source. Mass spectrometry is an analytical technique that ionizes chemical species and sorts the ions based on their mass-to-charge ratio. Historically, these simple experiments were flown on many Aerobee sounding rockets and return to Earth for study.\nThe science cannot be transmitted and must be returned for further study. Level 1 Mass Spectrometry Experiment Device. Can gather 25% of Mass Spectrometry Science.",RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Mass Spectrometry,postWarAvionics,1950,01-PW,,true,MS-1/4,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-IRIS,Infrared Interferometer Spectrometer (IRIS),250,5000,"The IRIS experiment was used to provide information on the vertical structure, composition, and dynamics of the atmosphere and on the emmissive properties from the surface of planetary bodies. Historically, these experiments were flown on many craft including NIMBUS 3/4, Mariner 9 and Voyager 1/2 as well as other Earth Satellites.\nThe science can be transmitted for 100% recovery. Level 1 Imaging Spectrometry Experiment. Can gather 25% of Mass Spectrometry Science.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,Imaging Spectrometry,scienceAdvCapsules,1966,04-ADV,,true,IS-1/4,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-IRRadiometer,Infrared Radiometer,250,5000,"The Infrared Radiometer measures the thermal emmisions and temperatures of the cloud tops as well as the surface features. Historically, these experiments were flown on many craft including NIMBUS and Mariner 2.\nThe science can be transmitted for full recovery. Level 1 Infrared Radiometer Experiment. Can gather 25% of Infrared Radiometer Science.",RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Infrared Radiometer,scienceHuman,1962,03-HUMAN,,true,IR-1/4,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-Kestrel,Kestrel Vacuum Engine,40,800,Pressure-fed kerosene/LOX engine that was used in the second stage of the Falcon 1 launcher. Diameter: [1.4 m]. Plume configured by RealPlume.,AIES,Yes,Yes,ORBITAL,US Engine,orbitalRocketry2004,2006,09-INTL,,true,Falcon 1 (Kestrel),Kestrel,,,,,,Kestrel,"KK_SPX_Kestrel,RO-Kestrel,XKosmos_TKS_RD-0225_EngineLANDERS",,,,,X,,,,,,,,,,,,,,,,
RO-LR-89,LR89 Series,300,6000,Kerolox gas-generator engine that served as booster for Atlas. Late model LR89s were upgraded with RS-27 components for higher efficiency. Very similar to LR79 (this was the pure-booster variant). Diameter: [1.0 m]. Plume configured by RealPlume.,Stock (RO Config),Yes,Yes,ORBITAL,,orbitalRocketry1956,1956,02-SAT,,true,Atlas,LR89,,,,,,LR43-NA-3,"bluedog_Atlas_LR89,FASAMercuryAtlasEngBooster,RO-LR-89",,,,,X,,,,,,,,,,,,,,,,
RO-M55,M55 (Minuteman) SRM,750,15000,"First stage of the Minuteman ICBM, used in various proposed NASA launch vehicles as a solid booster. Burn time 75 seconds. Diameter: [1.7 m]. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,SOLID,,solids1962,1962,03-HUMAN,,true,Minuteman ICBM,M55,,,,,,M55,,,,,,,X,,,,,,,,,,,,,,,
RO-Micrometeorite,Micrometeorite Detector,100,2000,"This device contains three plates for measuring the impacts of 'micrometeorites', the little pieces of debris and particles that travel through open vacuum at thousands of meters per second. Measuring the number of impacts gives us an idea of how dangerous an area of space may be for our ships.",RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Micrometeorite Detection,scienceSatellite,1958,02-SAT,,true,MM-1/1,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-MIMS,Magnetic Ion-Mass Spectrometer (MIMS),500,2500,"The MIMS was an improvement on the Bennett Radio version. These had miniaturized magnetic sector field instruments and the mass resolution was much higher than the Bennett RF spectrometer. Mass spectrometry is an analytical technique that ionizes chemical species and sorts the ions based on their mass-to-charge ratio. Historically, these experiments were flown on Explorer 31, AE-C, and other Earth Satellites.\nThe science can be transmitted for 100% recovery. Level 2 Mass Spectrometry Experiment Device. Can gather 50% of Mass Spectrometry Science.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,Mass Spectrometry,scienceAdvCapsules,1965,04-ADV,,true,MS-2/4,,,,,,,"2500,RO-IonMassSpectrometer",,,,,,,,,,X,,,,,,,,,,,,
RO-MK1Cargobay,MK1 Cargo Bay CRG-02,2000,50000,"This recently developed cargo bay is as small and compact as they come, with just enough space to store a small probe or a few pieces of science equipment.",Ven Stock Revamp,Yes,Yes,SPACEPLANES,Cargo,prototypeSpaceplanes,1965,04-ADV,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-Mk1Cockpit,Mk1 Cockpit,9000,180000,Two-person spaceplane cockpit. Rated for LEO reentries.,Realism Overhaul,Yes,Yes,SPACEPLANES,Cockpit,prototypeSpaceplanes,1965,04-ADV,,true,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
RO-Mk1CockpitInline,Mk 1 Inline Cockpit,9000,180000,Two-person inline spaceplane cockpit. Rated for LEO reentries.,Realism Overhaul,Yes,Yes,SPACEPLANES,Cockpit,prototypeSpaceplanes,1965,04-ADV,,true,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
RO-Mk1CrewModule,Mk1 Crew Carrier,3000,60000,Three-person inline crew hab section for Mk1 spaceplanes. Rated for LEO reentries.,Ven Stock Revamp,Yes,Yes,SPACEPLANES,Cockpit,prototypeSpaceplanes,1965,04-ADV,,true,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
RO-Mk1Fuselage,Mk1 Fuselage,1000,40000,Propellant-tank fuselage in the Mk1 form-factor. Rated for LEO reentries.,Realism Overhaul,Yes,Yes,SPACEPLANES,Hull,prototypeSpaceplanes,1965,04-ADV,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-Mk1FuselagePres,Mk1 Fuselage (Pressurized),1000,40000,Highly-pressurized propellant-tank fuselage in the Mk1 form-factor. Rated for LEO reentries.,Realism Overhaul,Yes,Yes,SPACEPLANES,Hull,prototypeSpaceplanes,1965,04-ADV,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-MMRTG,Multi-Mission RTG,13363,133630,The Multi-Mission RTG or MMRTG was designed for the Mars Science Laboratory and the Curiousity Rover for use on Mars.,Ven Stock Revamp,Yes,Yes,NUCLEAR,RTG,modernNuclearPower,2011,10-COMM,,true,Curiosity,,,,,See Spreadsheet,,"50000,RTGlevel6",,,,,,,,,,,X,,,,,,,,,,,
RO-NIMS,Near Infrared Mapping Spectrometer (NIMS),1000,5000,,RP-0 (Coatl Model),Yes,Yes,SCIENCE,Imaging Spectrometry,scienceExploration,1981,07-SPCPLANES,,true,IS-3/4,,,,,,,"2500,RO-UVSpectrometer",,,,,,,,,,X,,,,,,,,,,,,
RO-PlasmaWave,Plasma Wave Detector,500,10000,"The Plasma Wave Detector measures the electrostatic and electromagnetic plasma waves from the solar wind. Historically, this experiment is based on the one flown on Pioneer 5,6,7,8 that studied the interplanetary space between Earth and Venus.\nThe science can be transmitted for full recovery. Level 1 Radio-Plasma Wave Experiment can gather 25% of Radio and Plasma Wave Science.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,RPWS,scienceLunar,1967,05-LUNAR,,true,RPWS-1/3,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-PMIRR,Pressure Modulated Infrared Radiometer (PMIRR),2000,5000,"The PMIRR utilized narrow-band radiometric channels and two pressure modulation cells to measure atmospheric and surface emission in the thermal infrared and a visible channel to measure solar radiation reflected from the atmosphere and surface. Historically, this experiment is based on the instrument that flew on Mars Observer.\nThe science can be transmitted for full recovery. Level 4 Infrared Radiometer Experiment can gather 100% of Infrared Radiometer Science.",RP-0 (DMagic Model),Yes,Yes,SCIENCE,Infrared Radiometer,sampleReturnScience,1992,08-LONGTERM,,true,IR-4/4,,,,,,,"2500,RO-TwoChannelIR",,,,,,,,,,X,,,,,,,,,,,,
RO-ProcTankSpaceplane,"Tank [Procedural, Shielded]",0.1,40000,"Heat-shielded switchable procedural tank with heat shielded Includes normal (Structural), highly pressurized (Fuselage), and cryogenic tank options. Rated for LEO reentries on a spaceplane.",Procedural Parts,Yes,Yes,SPACEPLANES,Fuel Tank,prototypeSpaceplanes,1965,04-ADV,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-QuadropoleMassSpectrometer,Quadropole Mass Spectrometer,1000,2500,"Designed to collect data to determine the composition and structure of positive ions and neutral particles in the upper atmosphere of planets and moons as well as the magnetosphere of planets. Mass spectrometry is an analytical technique that ionizes chemical species and sorts the ions based on their mass-to-charge ratio. Historically, these simple experiments were flown on Earth satellites and interplanetary crafts including the Mars Viking Lander and Cassini.\nLevel 3 Mass Spectrometry Experiment Device. Can gather 75% of Mass Spectrometry Science.",RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Mass Spectrometry,scienceLunar,1968,05-LUNAR,,true,MS-3/4,,,,,,,"2500, RO-MIMS",,,,,,,,,,X,,,,,,,,,,,,
RO-rangerSolarPanel,Ranger Solar Panel,350,7000,"Hinged wing-like solar panel design that starts in an upright-folded position to better fit inside a fairing. Once deployed, it is locked into place and does not track the sun. 1.4137m^2",Realism Overhaul,Yes,Yes,POWER,Solar,earlyPower,1961,03-HUMAN,,true,Ranger,,,,Level 2,,,"1000, solarLevel2, solarDeployable",,,,,,,,,,,,,,,,,,,,,,
RO-RD-0210,RD-0210/0211,300,6000,"A staged combustion, hypergolic vacuum rocket engine. Used as a power plant on the second stage of the Proton launch vehicle family. Features a two-axis gimbal mechanism for attitude control. Diameter: 1.47 m. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,STAGED,,stagedCombustion1966,1966,04-ADV,,true,Proton,RD0210,,,,,,RD-0210,"rn_proton_rd0210,RD0210,RO-RD-0210,RD0212",,,,,X,,,,,,,,,,,,,,,,
RO-RD-253,RD-253/RD-275,515,10300,A high thrust engine designed for use with storable propellants. In use with the Proton series of rockets. Diameter: [2.0 m]. Plume configured by RealPlume.,Stock (RO Config),Yes,Yes,STAGED,,stagedCombustion1966,1966,04-ADV,,true,Proton,RD253,,,,,,RD-253,"rn_proton_rd253,XKosmos_Angara_RD-275KX,RD275,RLA_small_highthrust,RO-RD-253",,,,,X,,,,,,,,,,,,,,,,
RO-RealEngines-KTDU35,KTDU Series Engine,100,50000,,RealEngines,Yes,Yes,ORBITAL,,orbitalRocketry1966,1966,04-ADV,,true,Soyuz-7K,KTDU35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO-RealEngines-NK9,NK-9,450,16000,"Staged combustion kerolox booster engine. Designed by Kuznetsov for the Korolev GR-1 project. Basis for the NK-15 used on the N1, and the NK-33 used today. Diameter: [1.3 m]. Plume configured by RealPlume.",RealEngines,Yes,Yes,STAGED,,stagedCombustion1964,1964,04-ADV,,true,,NK9,,,,,,NK-9,"RO-RealEngines-NK9,RO-BobCat-NK9",,,,,X,,,,,,,,,,,,,,,,
RO-RealEngines-NK9V,NK-9V/21/19/39/31,500,10000,"Staged combustion kerolox upper/vacuum engine. Designed by Kuznetsov for the Korolev GR-1 projet. Reused (as NK-19) on the N1, upgraded for the N1F with restart capability as NK-31. Diameter: [1.8 m]. Plume configured by RealPlume.",RealEngines,Yes,Yes,STAGED,,stagedCombustion1964,1964,04-ADV,,true,,NK9V,,,,,,NK-9V,"RO-RealEngines-NK9V,RO-BobCat-NK9V",,,,,X,,,,,,,,,,,,,,,,
RO-RealEngines-RD-856,RD-856,60,3000,Vernier thruster used on the second stage of the Tsyklon rocket. Diameter: [0.3 m]. Plume configured by RealPlume.,RealEngines,Yes,Yes,ORBITAL,,orbitalRocketry1964,1964,04-ADV,,true,Tsyklon,RD856,,,,,,RD-856,,,,,,X,,,,,,,,,,,,,,,,
RO-RealEngines-RD0105,RD-0105/0109 Series,250,7000,"Kerolox gas generator vacuum engine which served in R-7 upper stages (Luna, Vostok). The RD-0105 was designed for Luna launches; it was the first upper stage for the R-7 series and was reused for uncrewed Vostok tests. An enhanced version, the RD-0109, was used for crewed Vostok launches. Diameter: [2.56 m]. Plume configured by RealPlume.",RealEngines,Yes,Yes,ORBITAL,,orbitalRocketry1958,1958,02-SAT,,true,"Luna, Vostok",RD0105,,,,,,RD-0105,"RO-RealEngines-RD0105,liquidEngine3",,,,,X,,,,,,,,,,,,,,,,
RO-RPWS,Radio and Plasma Wave Science (RPWS),2000,2500,"The Radio and Plasma Wave Science instrument measures electrostatic and electromagnetic fields generated by the interaction of planetary magnetospheres and the interplanetary plasma medium. Historically, this experiment is based on the one flown on Cassini.\nThe science can be transmitted for full recovery. Level 3 Radio-Plasma Wave Experiment can gather 100% of Radio and Plasma Wave Science.",RP-0 (DMagic Model),Yes,Yes,SCIENCE,RPWS,sampleReturnScience,1997,08-LONGTERM,,true,RPWS-3/3,,,,,,,"2500,RO-SWPlasmaAnalyzer",,,,,,,,,,X,,,,,,,,,,,,
RO-SNAP-19-RTG,SNAP-19 Series RTG,11917,119170,"The SNAP-19 series were originally developed for the Nimbus weather satellite program, complementing the regular solar arrays and countering their degradation due to radiation. Later, they were also used by the Pioneer 10 and 11 spacecrafts, along with the Viking Mars landers. Similar to the SNAP-9 series but with over 40% better conversion efficiency.",Ven Stock Revamp,Yes,Yes,NUCLEAR,RTG,improvedRTG,1969,05-LUNAR,,true,,,,,,,,"50000,RTGlevel3",,,,,,,,,,,X,,,,,,,,,,,
RO-SNAP-9-RTG,SNAP-9 Series RTG,11321,113210,"The SNAP-9 series were evolved designs of the experimental SNAP-3 series, again as part of the Transit system (precursor to the current GPS system), but now featuring over 10 times higher power generation.",Ven Stock Revamp,Yes,Yes,NUCLEAR,RTG,earlyRTG,1963,03-HUMAN,,true,,,,,,,,"50000,RTGlevel2",,,,,,,,,,,X,,,,,,,,,,,
RO-SSTU-DP-APAS,APAS-89/95,3500,70000,The Androgynous Peripheral Attach System series 89/95.,SSTU (RO Addition),Yes,Yes,RCS,Docking,standardDockingPorts,1989,08-LONGTERM,,true,APAS-89/95,,,APAS-89/95,,,,,"bluedog_CXA_APAS_P,bluedog_CXA_APAS_A_L04F,RO-SSTU-DP-APAS,APAS89-95",,,,,,,,X,,,,,X,,,,,,,,
RO-SSTU-DP-CBM,Common Berthing Mechanism,4500,90000,The Common Berthing Mechanism (CBM) is a berthing mechanism used to connect all non-Russian pressurized modules of the International Space Station.,SSTU (RO Addition),Yes,Yes,RCS,Docking,largeStationControl,1998,09-INTL,,true,ISS CBM,,,CBM,,,,,"dockingPortLarge,CXA_ACBM,XCXA_ACBMX,CXA_MCBM,CXA_PCBM,KW3mDockingRing,RO-SSTU-DP-CBM",,,,,,,,X,,,,,X,,,,,,,,
RO-SSTU-M1-SL,M-1 Engine (Sea Level Variant),22000,770000,"The massive M-1 engine. The largest, most powerful, LH2/LOX engine ever designed. Individual components have been tested. Generally designed as an upper stage engine, first stages designs with expanding nozzles were being worked on. Diameter: [4.28 m]. Using the patented SSTU Engine-Clustering technology the number of engines, engine layout, mounting or shroud type, and mount/shroud size are configurable, and each set of engines are built to your specifications. Plume configured by RealPlume.",SSTU (RO Addition),Yes,Yes,HYDROLOX,,hydrolox1976,1976,06-STATION,,true,M-1,M1,,M-1,,,,M-1SL,,,,,,X,,,,,,,,,X,,,,,,,
RO-SSTU-RL10C,RL10C Series Vacuum Engine,3800,76000,,SSTU (RO Addition),Yes,Yes,HYDROLOX,,hydrolox2009,2014,10-COMM,,true,,RL10,,,,,,RL10C-1,,,,,,X,,,,,,,,,X,,,,,,,
RO-STAR-37,STAR 37FM,180,3600,"The STAR 37FM is an improved version of the venerable STAR 37 solid rocket motor, featuring increased propellant loading, higher efficiency and vacuum thrust. First used on the FTLSATCOM satellites as an apogee motor. Diameter: 0.93 m. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,SOLID,,solids1981,1984,07-SPCPLANES,,true,Star 37FM,Star-37FM,,,,,,STAR-37FM,"KK_ATK_Star37FM,ca_landv_srm,bluedog_star37,RO-STAR-37",,,,,,X,,,,,,,,,,,,,,,
RO-SurfaceSampleScoop,Soil Mechanics Surface Sampler,1000,20000,"The soil mechanics surface sampler is an instrument designed to test the physical properties of the topsoil (density, porosity, resistivity) and to expose subsoil material for photography. Historically, this experiment is based on the one flown on the Surveyor missions.\nThe science can be transmitted for 25% recovery, but can be returned for full value.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,Surface Sample,scienceAdvCapsules,1966,04-ADV,,true,SS-1/1,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RO-SurveyorVernier,TD-339,30,600,"The Vernier System as used on the Surveyor Probes. Uses storable hypergolic propellants, has infinite restarts and is not subject to ullage. Throttleable down to 30%. Historically 3 of them were used on the Surveyor probes which landed on the Moon. Diameter: [0.13 m]. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,RCS,,earlyDocking,1966,04-ADV,,true,Surveyor,TD339,,,,,,"500, MMHRCS, throttlingPF","ca_landv_vernier,TD339,rn_surveyor_s_engine,RO-SurveyorVernier",,,,X,,,,,,,,,,,,,,,,,
RO-SWPlasmaAnalyzer,Solar Wind Plasma Analyzer,1000,2500,"The Solar Wind Plasma Analyzer measures the electrostatic plasma waves from the solar wind. Historically, this experiment is based on the one flown on Helios-A and B and may others.\nThe science can be transmitted for full recovery. Level 2 Radio-Plasma Wave Experiment can gather 50% of Radio and Plasma Wave Science.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,RPWS,deepSpaceScience,1974,06-STATION,,true,RPWS-2/3,,,,,,,"2500,RO-PlasmaWave",,,,,,,,,,X,,,,,,,,,,,,
RO-TwoChannelIR,Two-Channel Infrared Radiometer,1000,5000,"The Two-Channel Infrared Radiometer observes and records the thermal emissions from planetary bodies in two broad spectral bands. Historically, this experiment is based on the one flown on Mariner 10.\nThe science can be transmitted for full recovery. Level 3 Infrared Radiometer Experiment can gather 75% of Infrared Radiometer Science.",RP-0 (Coatl Model),Yes,Yes,SCIENCE,Infrared Radiometer,deepSpaceScience,1973,06-STATION,,true,IR-3/4,,,,,,,"2500,RO-HRIRRadiometer",,,,,,,,,,X,,,,,,,,,,,,
RO-UVSpectrometer,Ultraviolet Spectrometer,500,5000,,RP-0 (Bluedog Model),Yes,Yes,SCIENCE,Imaging Spectrometry,deepSpaceScience,1973,06-STATION,,true,IS-2/4,,,,,,,"2500,RO-IRIS",,,,,,,,,,X,,,,,,,,,,,,
RO-VIMS,Advanced Infrared Mapping Spectrometer (AIMS),2000,5000,,RP-0 (DMagic Model),Yes,Yes,SCIENCE,Imaging Spectrometry,sampleReturnScience,1996,08-LONGTERM,,true,IS-4/4,,,,,,,"2500,RO-NIMS",,,,,,,,,,X,,,,,,,,,,,,
RO-X-248,Altair,170,3400,"A small solid kick motor. Developed for Vanguard's third stage but, with the second stage, reused as Able/Delta. Used to circularize at apogee or perform final payload kick. Diameter: [0.45 m]. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,SOLID,US SRM,solids1958,1958,02-SAT,,true,Altair,Altair,,,,,,Altair,"RO-X-248,rn_vanguard_stg31,rn_thor_altair_e1_1",,,,,,X,,,,,,,,,,,,,,,
