Name,Title,Description,Cost,EntryCost,MOD,RO,RP-0,CATEGORY,INFO,Year,Tech,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECM'S,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,"""Reentry""","""Toxic""",Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
RSBfinSaturnSIBwhite,Saturn IB Fin (White),Typically eight fins of this type are used around the base of the Saturn S-IB stage. Manufactured by Chrysler.,200,3200,Real Scale Boosters,Yes,No,RCS,Fin,1966,earlyDocking,04-ADV,,false,Saturn IB,,,,,,,,,,,,,,,,,,,,,,
RSBfinSaturnSIBblack,Saturn IB Fin (Black),Typically eight fins of this type are used around the base of the Saturn S-IB stage. Manufactured by Chrysler.,200,3200,Real Scale Boosters,Yes,No,RCS,Fin,1966,earlyDocking,04-ADV,,false,Saturn IB,,,,,,,,,,,,,,,,,,,,,,
RSBengineLR101,LR101 Series,"Pump or pressure-fed kerolox vernier engine. Used for attitude control and final velocity adjustment in the MA-x system (2x LR89 + LR105 + 2x LR101) on Atlas, and MB-x system (LR79 or RS-27 + 2xLR101) on Thor-Able / Thor-Agena / Thor-Delta / Delta. Plume configured by RealPlume.",15,1000,Real Scale Boosters,Yes,Yes,ORBITAL,,1956,orbitalRocketry1956,02-SAT,,true,Atlas,LR101,,LR101-NA-3,LR101,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
RSBullageSaturnSIVB,S-IVB Ullage Motor,"After stage separation, the Saturn's S-IVB stage needs ullage motors to provide a small amount of thrust, to settle the main fuels down into the fuel feeds. The S-IVB is usually equipped with two or three of these. Plume configured by RealPlume.",10,200,Real Scale Boosters,Yes,Yes,ORBITAL,,1966,orbitalRocketry1966,04-ADV,,true,Saturn IB,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
RSBtankSpehereAgena,Spherical Tank (Agena),A general purpose spherical propellant tank.,100,1000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1959,materialsScienceSatellite,02-SAT,,false,Agena,,,,,,,,,,,,,,,,,,,,,,
RSBengineXLR81,XLR81 (Agena) Vacuum Engine,"Gas-generator nitric acid/UDMH vacuum engine used on Agena. The XLR81 family was derived from the Bell Hustler Rocket Engine, which was developed for use on an air-to-surface missile. Early engines were nearly identical to the Hustler engine, while later variants offered new capabilities and improved performance. Engine restart was introduced on the Agena B's XLR81-BA-7 (Model 8081). The XLR81-BA-11 (Model 8096) used on Agena D used propellant sumps to eliminate the need for ullage thrust. The XLR81-BA-13 (Model 8247) powered the Gemini Agena Target Vehicle (a modified Agena D) and was rated for up to 14 restarts. Diameter: [0.9 m]. Plume configured by RealPlume.",200,7000,Real Scale Boosters,Yes,Yes,ORBITAL,,1959,orbitalRocketry1959,02-SAT,,true,Agena A,Agena,,XLR81-BA-5,XLR81,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
RSBdecouplerRadial01,Booster Mounting Kit,An attachment and decoupling kit used for solid or liquid-fueled strap-on boosters.,2500,15000,Real Scale Boosters,Yes,No,MATERIALS,Decoupler,1961,materialsScienceHuman,03-HUMAN,,false,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
RSBengineH1,H-1 Series,"Kerolox gas-generator first-stage engine that propelled the Saturn-I and IB vehicles, optimized for the first-stage main engine role. Plume configured by RealPlume.",200,4000,Real Scale Boosters,Yes,Yes,ORBITAL,,1961,orbitalRocketry1961,03-HUMAN,,true,Saturn I (H-1),H1,,H-1-SaturnI,H-1,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
RSBprobeSaturn2,Saturn I Instrument Unit,The instrumentation and guidance unit for the Saturn I launch vehicle.,1500,30000,Real Scale Boosters,Yes,Yes,AVIONICS,Avionics,1961,interplanetaryProbes,03-HUMAN,,true,Saturn I,,,,Saturn I Instrument,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
RSBnosecone6m,Saturn IB Nose Cone,An aerodynamic nose cone designed for the Saturn S-IB or S-IVB stages.,3800,7500,Real Scale Boosters,Yes,No,MATERIALS,Nosecone,1966,materialsScienceAdvCapsules,04-ADV,,false,Saturn IB,,,,,,,,,,,,,,,,,,,,,,
RSBfinSaturnSIblackL,Saturn I Large Fin (Black),Typically four fins of this type are used around the base of the Saturn S-I stage.,300,3200,Real Scale Boosters,Yes,No,RCS,Fin,1961,stabilityRP0,03-HUMAN,,false,Saturn I,,,,,,,,,,,,,,,,,,,,,,
RSBtankSaturnSIVB,Saturn IB/V S-IVB Propellant Tank,"The third stage of the Saturn V. For engine restarts, two to three ullage motors are recommended for this stage. Manufactured by Douglas Aircraft Company.",,825000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1966,materialsScienceAdvCapsules,04-ADV,,false,Saturn IB,,,,,,,,,,,,,,,,,,,,,,
RSBfairingSaturn4m,Saturn I Payload Fairing Base,A 3.9 meter payload fairing base designed for the Saturn S-IV stage.,1500,5500,Real Scale Boosters,Yes,No,MATERIALS,Fairing Base,1961,materialsScienceHuman,03-HUMAN,,false,Saturn I,,,,,,,,,,,,,,,,,,,,,,
RSBtankSaturnSIV,Saturn I S-IV Propellant Tank,"Second stage of the Saturn I. For engine restarts, ullage motors are recommended for this stage.",22000,125000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1961,materialsScienceHuman,03-HUMAN,,false,Saturn I,,,,,,,,,,,,,,,,,,,,,,
RSBfinSaturnSIblackS,Saturn I Stub Fin (Black),Typically four fins of this type are used around the base of the Saturn S-I stage.,300,3200,Real Scale Boosters,Yes,No,RCS,Fin,1961,stabilityRP0,03-HUMAN,,false,Saturn I,,,,,,,,,,,,,,,,,,,,,,
RSBfinSaturnSIwhiteS,Saturn I Stub Fin (White),Typically four fins of this type are used around the base of the Saturn S-I stage.,300,3200,Real Scale Boosters,Yes,No,RCS,Fin,1961,stabilityRP0,03-HUMAN,,false,Saturn I,,,,,,,,,,,,,,,,,,,,,,
RSBtankSaturnSIB,Saturn S-I/IB Propellant Tank,The first stage propellant tank for the Saturn I and IB.,,425000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1961,materialsScienceHuman,03-HUMAN,,false,Saturn I,,,,,,,,,,,,,,,,,,,,,,
RSBtankAgenaD,Agena D,The Agena D upper stage. Equipped with guidance capability.,870,17400,Real Scale Boosters,Yes,Yes,MATERIALS,Fuel Tank,1962,materialsScienceHuman,03-HUMAN,,true,Agena D,,,,,,,,,,,,,,,,,,,,,,
RSBengineF1B,F-1B,"The F-1B engine was designed to power the proposed Pyrios advanced boosters for the Space Launch System. A highly modified version of the original F-1, the F-1B uses modern manufacturing techniques including 3D printing and features a simpler gas generator exhaust arrangment in order to reduce manufacturing costs and increase thrust at a slight cost of efficiency. Mount size can be adjusted from 2.5m to 10m in 1m increments. Diameter: [3.61 m]. Plume configured by RealPlume.",5000,409361,Real Scale Boosters,Yes,Yes,ORBITAL,,2022,orbitalRocketryNF,11-NF,,true,F-1B,F1B,,F-1B,F-1B,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
RSBtankSphereCentaur,Spherical Tank (Centaur),A general purpose spherical propellant tank.,250,2500,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1963,materialsScienceHuman,03-HUMAN,,false,Centaur,,,,,,,,,,,,,,,,,,,,,,
RSBengineRL10A3,RL10-A/C Series,"Hydrolox restartable expander-cycle vacuum engine used in multiple upper stages, including Centaur, the Saturn I S-IV, and the Delta Cryogenic Second Stage. It has low thrust, but very high specific impulse and low mass, making it ideal for high energy, beyond-low-Earth-orbit applications like launching satellites to geostationary transfer orbits or to the Moon or other planets. However, like all hydrolox engines, hydrogen boiloff is a serious issue without heat pumps or radiators. Diameter: [0.92 m]. Plume configured by RealPlume.",1300,60000,Real Scale Boosters,Yes,Yes,HYDROLOX,,1963,earlyHydrolox,03-HUMAN,,true,Centaur,RL10 (RL10A only),,RL10A-3-1,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
RSBdecouplerSaturnSIV,Saturn I Interstage Adapter,The interstage adapter for the Saturn I.,7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,1961,materialsScienceHuman,03-HUMAN,,false,Saturn I,,,,,,,,,,,,,,,,,,,,,,
RSBullageSaturnSII,S-II Ullage Motor,"After stage separation, the Saturn's S-II stage needs ullage motors to provide a small amount of thrust, to settle the main fuels down into the fuel feeds. The S-II is usually equipped with four or eight of these. Plume configured by RealPlume.",10,200,Real Scale Boosters,Yes,Yes,ORBITAL,,1967,orbitalRocketry1967,05-LUNAR,,true,Saturn V,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
RSBdecouplerSaturnSIVB,Saturn V S-II Interstage Adapter,The interstage adapter for the Saturn V S-II/S-IVB stages. Plume configured by RealPlume.,7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBtankSaturnSIC,Saturn V S-IC Propellant Tank,The first stage of the Saturn V. Includes explosive bolts for separation in the forward skirt. Plume configured by RealPlume.,,2250000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBdecouplerSaturnSII,Saturn V S-IC Interstage Adapter,"Interstage decoupler fairing, for the Saturn V first to second stage intersection. Typically equipped with either four or eight ullage solid propellant motors. Manufactured by North American Aviation. Plume configured by RealPlume.",7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBfairingSaturn6m,Saturn V Payload Fairing Base (6.6m),A 6.6 meter payload fairing base designed for the Saturn S-IVB or S-IB stages.,2500,9500,Real Scale Boosters,Yes,No,MATERIALS,Fairing Base,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBfairingSaturn10m,Saturn V Payload Fairing Base (10m),"A 10 meter payload fairing base, designed for the Saturn S-II or S-IC stages.",2500,9500,Real Scale Boosters,Yes,No,MATERIALS,Fairing Base,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBnosecone10m,Saturn V Nose Cone,An aerodynamic nose cone designed for Saturn S-IC or S-II stages.,4500,7500,Real Scale Boosters,Yes,No,MATERIALS,Nosecone,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBprobeSaturn,Saturn V Instrument Unit,The instrumentation and guidance unit for the Saturn V launch vehicle.,25500,90000,Real Scale Boosters,Yes,No,AVIONICS,Avionics,1967,largeScaleAvionics,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBfinSaturnSIC,Saturn V Fin,Typically four fins of this type are used around the base of the Saturn S-IC stage. Manufactured by Boeing.,300,3200,Real Scale Boosters,Yes,No,RCS,Fin,1967,advancedFlightControl,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBsaturnAPS,Saturn Auxiliary Propulsion System (APS),"Used for attitude control and auxiliary ullage, the APS unit is very similar in function to RCS and OMS units. Manufactured by Douglas Aircraft Company.",750,3400,Real Scale Boosters,Yes,No,RCS,RCS,1967,advancedFlightControl,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBengineRL10A42,RL10-A/C Series,"Hydrolox restartable expander-cycle vacuum engine used in multiple upper stages, including Centaur, the Saturn I S-IV, and the Delta Cryogenic Second Stage. It has low thrust, but very high specific impulse and low mass, making it ideal for high energy, beyond-low-Earth-orbit applications like launching satellites to geostationary transfer orbits or to the Moon or other planets. However, like all hydrolox engines, hydrogen boiloff is a serious issue without heat pumps or radiators. Diameter: [0.92 m]. Plume configured by RealPlume.",1300,60000,Real Scale Boosters,Yes,Yes,HYDROLOX,,1963,earlyHydrolox,03-HUMAN,,true,Centaur,RL10 (RL10A only),,RL10A-4,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
RSBtankSaturn10m6m,Saturn 10m to 6.6m Fueled Adapter,A general purpose conical propellant tank.,11500,48000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBdecouplerSaturnSIVB2,Saturn IB Interstage Adapter,The interstage adapter for the Saturn IB. Plume configured by RealPlume.,7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,1966,materialsScienceAdvCapsules,04-ADV,,false,Saturn IB,,,,,,,,,,,,,,,,,,,,,,
RSBclamp01,Launch Pad Base Clamp,"Ground-level launch pad stability clamp, designed specifically to keep your rocket from going anywhere, until full thrust is achieved.",10,1,Real Scale Boosters,Yes,Yes,MATERIALS,Launch Clamp,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
RSBengineF1,F-1 Series,"The massive Rocketdyne F-1 engine. One of the largest, most powerful rocket engines ever built. Ensure you enable roll capability or disable gimbal as required for your application. Diameter: [3.61 m]. Plume configured by RealPlume.",4555,409361,Real Scale Boosters,Yes,Yes,ORBITAL,,1967,orbitalRocketry1967,05-LUNAR,,true,Saturn V,F1,,F-1,F-1,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
RSBclamp02,Tail Service Mast & Clamp,"Launch pad tail service mast and stability clamp, designed specifically to keep your rocket from going anywhere, until full thrust is achieved.",10,1,Real Scale Boosters,Yes,Yes,MATERIALS,,0,unlockParts,00-START,,true,,,,1,,,,,,,,,,,,,,,,,,,
RSBadapterDirect3Engines,DIRECT Jupiter Engine Mount,"Engine adapter for the DIRECT v3.0 External Tank. Typically used with three or four engines, either RS-68 or RS-25.",7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Adapter,2020,materialsScienceNF,11-NF,,false,DIRECT Jupiter,,,,,,,,,,,,,,,,,,,,,,
RSBdecouplerDirectET7m,DIRECT Jupiter Interstage Adapter (7.5m),An interstage adapter to convert the STS (Space Shuttle) External Tank for use in a 7.5m stack.,7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,2020,materialsScienceNF,11-NF,,false,DIRECT Jupiter,,,,,,,,,,,,,,,,,,,,,,
RSBengineJ2,J-2 Series,The Rocketdyne J-2 rocket engine found on the Saturn S-IVB and S-II stages. Ensure you enable roll capability or disable gimbal as required for your application. Diameter: [2.01 m]. Plume configured by RealPlume.,2000,100000,Real Scale Boosters,Yes,Yes,HYDROLOX,US Engine,1966,improvedHydrolox,04-ADV,,true,Saturn V (J-2),J2,,J-2-200klbf,J-2,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
RSBdecouplerDirectET8m,DIRECT Jupiter Interstage Adapter (8.4m),An interstage adapter to convert the STS (Space Shuttle) External Tank for use in the DIRECT Jupiter stack.,7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,2020,materialsScienceNF,11-NF,,false,DIRECT Jupiter,,,,,,,,,,,,,,,,,,,,,,
RSBfairingDirect8m,DIRECT Payload Fairing Base (8.4m),"A 8.4 meter payload fairing base, designed to extend the STS External Tank into a DIRECT/Jupiter configuration.",7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Fairing Base,2020,materialsScienceNF,11-NF,,false,DIRECT Jupiter,,,,,,,,,,,,,,,,,,,,,,
RSBdelta2srm,GEM 40,"The Graphite-Epoxy Motor (GEM) replaced the steel case used on earlier Castor-series boosters with a lighter composite case. The 40-inch (1-meter) diameter GEM 40 was used on the Delta II 7000-series in sets of three, four, or nine. When nine boosters were used, six were ignited at liftoff and the remaining three were ignited after burnout and jettison of the first six. Burn time: 58 seconds. Diameter: [1.02 m]. Plume configured by RealPlume.",900,18000,Real Scale Boosters,Yes,Yes,SOLID,,1990,solids1986,08-LONGTERM,,true,Delta II 7000,GEM-40,,GEM-40/Ground,GEM 40,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
RSBtankSaturnSII,Saturn V S-II Propellant Tank,"The second stage of the Saturn V. For engine restarts, eight ullage motors are recommended for this stage. Manufactured by North American Aviation.",,1250000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBtankSaturn10m7m,Saturn 10m to 7.5m Fueled Adapter,A general purpose conical propellant tank.,14375,48000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1967,materialsScienceLunar,05-LUNAR,,false,Saturn V,,,,,,,,,,,,,,,,,,,,,,
RSBdecouplerDeltaIV4m,Delta IV Medium 4+ Interstage Adapter,The CBC/DCSS interstage adapter for the Delta IV Medium 4+ configurations.,7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
RSBtankSaturnSIE,Saturn IC S-IE Propellant Tank,"The first stage of the fictional Saturn IC, from the Eyes Turned Skyward universe.",,425000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1977,materialsScienceSpaceStation,06-STATION,,false,Saturn IC (ETS),,,,,,,,,,,,,,,,,,,,,,
RSBnoseconePSLV,PSLV Nose Cone,A 2.8 meter aerodynamic nose cone for use with the PSLV PS1-S129 when converting it to act as a strap-on booster.,3000,7500,Real Scale Boosters,Yes,No,MATERIALS,Nosecone,1993,materialsScienceLongTerm,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,
RSBengineCastor120,Castor 120,"The Castor 120 is a medium solid booster used on the Minotaur and Athena launch vehicles. Its design was based on the TU-903, which serves as the first stage of the Peacekeeper ICBM. The standard thrust curve can be modified to produce a regressive burn that reduces maximum acceleration or a saddle-shaped profile that limits aerodynamic forces. Burn time 79 seconds. Diameter: [2.34 m]. Plume configured by RealPlume.",10630,212600,Real Scale Boosters,Yes,Yes,SOLID,FS SRM,1989,solids1986,08-LONGTERM,,true,Castor 120,Castor-120,,Castor-120,Castor 120,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
RSBfairingCarrack236,Carrack Payload Fairing Base,A 2.8 meter procedural payload fairing base designed for the Carrack launch vehicle family.,1500,6500,Real Scale Boosters,Yes,No,MATERIALS,Fairing Base,1989,materialsScienceLongTerm,08-LONGTERM,,false,Carrack (ETS),,,,,,,,,,,,,,,,,,,,,,
RSBdecouplerDeltaIV5m,Delta IV Medium 5+/Heavy Interstage Adapter,The CBC/DCSS interstage adapter for the Delta IV Medium 5+ and Heavy configurations.,7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
RSB_PSLV_RCS,PSLV RCS Block,"Attitude and roll control RCS thruster block, for the PSLV fourth stage.",750,3400,Real Scale Boosters,Yes,No,RCS,RCS,1993,standardDockingPorts,08-LONGTERM,,false,PSLV,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,
RSB_PLF_DeltaIV5m1,Delta IV Medium 5+ 14.3m PLF,The short version of the 5 meter graphite epoxy composite payload fairing for the Delta IV Medium 5+ configurations.,1000,1000,Real Scale Boosters,Yes,No,MATERIALS,Fairing,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
RSBdecouplerDeltaIV4mPayload,Delta IV PAF 1575-4,A 4 meter Payload Attach Fitting (PAF) for the Delta IV Medium 4+ configurations.,7500,10500,Real Scale Boosters,Yes,No,MATERIALS,Fairing,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_CarrackM,Carrack MPLF,A medium payload fairing for the Carrack launch vehicle family. Can be attached to either the Carrack-Agena interstage or on the top of a Castor 120 SRM.,1000,1000,Real Scale Boosters,Yes,No,MATERIALS,Fairing,1989,materialsScienceLongTerm,08-LONGTERM,,false,Carrack (ETS),,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_CarrackL,Carrack LPLF,A large payload fairing for the Carrack launch vehicle family.,1000,1000,Real Scale Boosters,Yes,No,MATERIALS,Fairing,1989,materialsScienceLongTerm,08-LONGTERM,,false,Carrack (ETS),,,,,,,,,,,,,,,,,,,,,,
RSBboattailCastorAgena,Carrack Forward Adapter,The forward interstage structural adapter for the Carrack launch vehicle. Attach the Agena D upper stage onto this.,750,3500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,1989,materialsScienceLongTerm,08-LONGTERM,,false,Carrack (ETS),,,,,,,,,,,,,,,,,,,,,,
RSBnosecone236,Carrack Castor 120 Nose Cone,An aerodynamic nose cone for use on the Carrack Castor 120 strap-on boosters.,1800,4500,Real Scale Boosters,Yes,No,MATERIALS,Nosecone,1989,materialsScienceLongTerm,08-LONGTERM,,false,Carrack (ETS),,,,,,,,,,,,,,,,,,,,,,
RSBdecouplerCastorAgena,Carrack Agena Interstage Adapter,The Agena D interstage decoupler. Attach this to the Agena D upper stage.,950,3500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,1989,materialsScienceLongTerm,08-LONGTERM,,false,Carrack (ETS),,,,,,,,,,,,,,,,,,,,,,
RSBengineAJ10-118K,AJ10-118 Series,The AJ10 engine version used for the Delta F and K upper stages of the Delta launch vehicle family. Plume configured by RealPlume.,300,6000,Real Scale Boosters,Yes,Yes,ORBITAL,US Engine,1989,orbitalRocketry1986,08-LONGTERM,,true,AJ10 (Advanced),AJ10_Adv (Only AJ10-118K),,AJ10-118K,,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
RSB_PLF_DeltaIV5m2,Delta IV Medium 5+ 19.1m PLF,The long version of the 5 meter graphite epoxy composite payload fairing for the Delta IV Medium 5+ configurations.,1000,1000,Real Scale Boosters,Yes,No,MATERIALS,Fairing,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
RSBenginePSLVps1,PSLV PS1-S129,"The first stage of the Polar Satellite Launch Vehicle, designated PS1. Using a solid propellant, it provides a large bulk of the vehicle's launch thrust. Plume configured by RealPlume.",25000,120000,Real Scale Boosters,Yes,No,SOLID,,1993,solids1992,08-LONGTERM,,false,PSLV,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
RSBengineRL10B2,RL10-B/CECE Series,"Hydrolox restartable expander-cycle vacuum engine used in multiple upper stages, including Centaur, the Saturn I S-IV, and the Delta Cryogenic Second Stage. It has low thrust, but very high specific impulse and low mass, making it ideal for high energy, beyond-low-Earth-orbit applications like launching satellites to geostationary transfer orbits or to the Moon or other planets. However, like all hydrolox engines, hydrogen boiloff is a serious issue without heat pumps or radiators. Diameter: [0.92 m]. Plume configured by RealPlume.",3800,76000,Real Scale Boosters,Yes,Yes,HYDROLOX,,2002,hydrolox1998,09-INTL,,true,Delta IV,RL10 (RL10B only),,RL10B-2,RL10B-2,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
RSB_PSLV_PS4_Interstage,PSLV PS4 Interstage Adapter,The interstage adapter for the fourth stage of the Polar Satellite Launch Vehicle (PSLV).,750,3500,Real Scale Boosters,Yes,No,MATERIALS,Interstage,1993,materialsScienceLongTerm,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,
RSBdecouplerPS4payload,PSLV Payload Attach Fitting,A Payload Attach Fitting (PAF) for the ISRO PSLV fourth stage.,1500,3500,Real Scale Boosters,Yes,No,MATERIALS,Payload,1993,materialsScienceLongTerm,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,
RSBenginePSLVps3,PSLV PS3,The third stage of the Polar Satellite Launch Vehicle (PLSV) designated as PS3. NOTE: Attach first this to the bottom of the PS4 stage and then attach the interstage below it. Plume configured by RealPlume.,2500,12000,Real Scale Boosters,Yes,No,SOLID,,1993,solids1992,08-LONGTERM,,false,PSLV,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
RSB_PLF_AtlasV500_1,Atlas V 500 Series SPLF (20.7m),The Short Payload Fairing (SPLF) for the Atlas V 500 series.,1000,1000,Real Scale Boosters,Yes,No,MATERIALS,Fairing,2002,materialsScienceInternational,09-INTL,,false,Atlas V,,,,,,,,,,,,,,,,,,,,,,
RSBtankPSLVps2,PSLV PS2 Propellant Tank,The propellant tank of the Polar Satellite Launch Vehicle second stage.,25000,125000,Real Scale Boosters,Yes,No,MATERIALS,Fuel Tank,1993,materialsScienceLongTerm,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_PSLV,PSLV Payload Fairing,The payload fairing for the Polar Satellite Launch Vehicle (PSLV).,1000,1000,Real Scale Boosters,Yes,No,MATERIALS,Fairing,1993,materialsScienceLongTerm,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,
RSBengineArianeVSRB,P241A EAP,A steel casing solid rocket motor used in pairs by the Ariane 5 launch vehicle for the initial phases of the flight. Plume configured by RealPlume.,6000,120000,Real Scale Boosters,Yes,Yes,SOLID,,2002,solids1998,09-INTL,,true,Ariane 5,EAP-241,,EAP-241,P241A,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
RSBnosecone5m,Delta IV Nose Cone,A 5 meter aerodynamic nose cone for use on Delta IV Heavy strap-on boosters.,3500,7500,Real Scale Boosters,Yes,No,MATERIALS,Nosecone,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
RSBfairingPSLV,PSLV Procedural Payload Fairing Base [Short],A short 2.8 meter procedural payload fairing base designed for the PSLV launch vehicle.,2000,9500,Real Scale Boosters,Yes,No,MATERIALS,Fairing Base,1993,materialsScienceLongTerm,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,
RSBdeltaIVsrm,GEM 60,"The 60-inch (1.5-meter) diameter GEM 60 is used on the Delta IV in sets of two or four. When two boosters are used, both are equipped with thrust vector control (TVC). When four are used, two boosters use TVC while the other two use fixed nozzles to reduce weight. Burn time 90 seconds. Diameter: [1.52 m]. Plume configured by RealPlume.",1800,36000,Real Scale Boosters,Yes,Yes,SOLID,,2002,solids1998,09-INTL,,true,Delta IV,GEM-60,,GEM-60/Fixed,GEM 60,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
RSBfairingPSLVs4,PSLV Procedural Payload Fairing Base (Long),A long 2.8 meter procedural payload fairing base designed for the PSLV launch vehicle.,2000,9500,Real Scale Boosters,Yes,No,MATERIALS,Fairing Base,1993,materialsScienceLongTerm,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,
