Name,Title,Description,MOD,Cost,EntryCost,CATEGORY,INFO,Year,Tech,ERA,RO,RP-0,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECMS,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,Reentry,Toxic,Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
LEROS1b,LEROS-1b (635N),LEROS is a family of chemical rocket engines manufactured by Moog-ISP. LEROS engines have been used as primary apogee engines for telecommunications satellites such as the Lockheed Martin A2100 as well as deep space missions such as Juno. Plume configured by RealPlume.,Niche Parts,200,2800,RCS,RCS Engine,1996,standardDockingPorts,08-LONGTERM,Yes,No,,FALSE,"A2100, Juno",,,,,,,,,,,,,,,,,,,,,,
CHT400_Block,CHT-400 Thruster Block,"Since 1996 the CHT-400 thruster block has been used on all Ariane 5 G, GS and ES versions for the roll and attitude control manoeuvres.",Niche Parts,1400,4200,ORBITAL,RCS Engine,1996,orbitalRocketry1992,08-LONGTERM,Yes,No,,FALSE,Ariane 5,,,,,,,,,,,,,,,,,,,,,,
S10_Thruster,S10 Bipropellant Thruster (10N),The S10 10N bipropellant thruster is a small rocket engine designed for both long term steady state and pulse mode operation. This engine is in service on board the LISA-Pathfinder experiment as well as the ExoMars Trace Gas Orbiter.,Niche Parts,280,4200,ORBITAL,RCS Engine,1996,orbitalRocketry1992,08-LONGTERM,Yes,No,,FALSE,"Pathfinder, ExoMars",,,,,,,,,,,,,,,,,,,,,,
STAR5D,STAR 5D (RAD),The STAR 5D rocket motor was designed and qualified to serve as the rocket-assisted deceleration (RAD) motor on the Mars Pathfinder mission. Three of these motors were fired to slow the Pathfinder spacecraft to near-zero velocity before bouncing on the surface of Mars. Plume configured by RealPlume.,Niche Parts,2700,8000,SOLID,SRM,1996,solids1992,08-LONGTERM,Yes,No,,FALSE,Pathfinder,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
MR104,MR-104 (440N),MR-104 Monopropellant Engine family originally provided in-space propulsion for the Voyager 1 and 2 and Magellan missions. Subsequent MR-104 variants provided propulsion for Landsat and NOAA as well as for other U.S. government programs. A variation of this engine (MR-104G) is to be used on the Orion Deep Space Exploration Vehicle. Plume configured by RealPlume.,Niche Parts,200,2800,ORBITAL,RCS Engine,1977,orbitalRocketry1976,06-STATION,Yes,No,,FALSE,"Voyager, Magellan",,,,,,,,,,,,,,,,,,,,,,
NK33,NK-15/33,"The NK-15 and NK-33 were originally built in the 1960s/early 1970s for the Soviet N1 and then N1F rocket, respectively. Though the N1F was scrapped, the engines survived. Aerojet acquired several NK-33 engines in the 1990s and refurbished them as AJ26-62 engines for Orbital Science's Antares launch vehicle. Modifications made by Aerojet included increasing rated thrust and equipping the engines to support gimballing. Diameter: [1.83 m]. Plume configured by RealPlume.",NK33,670,13400,STAGED,,1969,stagedCombustion1969,05-LUNAR,Yes,Yes,,TRUE,N-1,NK33,,NK-15,NK-15,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
pCtrlSrf1,Wing - Control Surface [Procedural],"Control surface of unknown size, mass and other measurements as well.",Procedural Dynamics,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
ProceduralwingBac9,Wing - (B9 SH) [Procedural],"Wing part of yet to be determined shape, size, mass and other measurements as well. The results of many years of mutual industrial espionage / cooperation.",Procedural Dynamics,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
Proceduralwing2EndPiece,Wing - (Mark 2) [Procedural],"Wing part of yet to be determined shape, size, mass and other measurements aswell, this one is rounder than the others.",Procedural Dynamics,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
ProceduralAllMovingWing,Wing - Control Surface (Mark 1) [Procedural],"Wing part of yet to be determined shape, size, mass and other measurements as well. Adjusts Orientation to allow you to control your craft.",Procedural Dynamics,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
Proceduralwing2,Wing [Procedural],"Wing part of yet to be determined shape, size, mass and other measurements aswell.",Procedural Dynamics,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
ProceduralwingSPP,Wing [Procedural],"Wing part of yet to be determined shape, size, mass and other measurements as well. The results of many years of mutual industrial espionage / cooperation.",Procedural Dynamics,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
Proceduralwing4,Wing [Procedural],"Wing part of yet to be determined shape, size, mass and other measurements aswell.",Procedural Dynamics,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
B9_Aero_Wing_ControlSurface_SH_4mProcedural,Wing - Control Surface (B9 SH) [Procedural],"Control surface of unknown size, mass and other measurements as well. The results of many years of mutual industrial espionage / cooperation.",Procedural Dynamics,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingGryphonTsyklon,FW - Tsyklon Fairing Wall,A fairing style similar to that used on Tsyklon launch vehicles.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingGryphonSoyuz,FW - Soyuz Fairing Wall,Fairings for the Soyuz launch vehicle as used on its 2.1 versions.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzInterstageAdapter2,IB - Interstage - w/ Decoupler [Procedural],Enables side fairings to hold the part at the top.,Procedural Fairings,1,1,MATERIALS,Interstage,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
fairingSize1,FB - FF1 Airstream Protective Shell,"While the Kerbals at Mission Control were still figuring out how to get their rockets back down to Kerbin safely, the research engineers at FLOOYD were quickly realising that protecting parts on ascent was just as important. Heavy research into two-dimensional-input driven procedural construction was then funded with the hopes of making protective shells for important payloads and interstage areas of the crafts. The protective shells also have the benefit of making the craft more aerodynamic, hopefully saving on precious rocket fuel! The AE-FF1 is the smallest size available from FLOOYD.",Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzFlatAdapter,IB - Interstage Fairing Adapter (Flat),Enables side fairings to hold the part at the top.,Procedural Fairings,1,1,MATERIALS,Interstage,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
KW_FlatInterstageBase,IB - KW Domed Interstage Base,Enables side fairings to hold the part at the top.,Procedural Fairings,1,1,MATERIALS,Interstage,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
fairingSize2,FB - FF2 Airstream Protective Shell,"While the Kerbals at Mission Control were still figuring out how to get their rockets back down to Kerbin safely, the research engineers at FLOOYD were quickly realising that protecting parts on ascent was just as important. Heavy research into two-dimensional-input driven procedural construction was then funded with the hopes of making protective shells for important payloads and interstage areas of the crafts. The protective shells also have the benefit of making the craft more aerodynamic, hopefully saving on precious rocket fuel! The AE-FF2 is the mid-range size available from FLOOYD.",Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KW_PF_Interstage_123,IB - KW Interstage Base,Enables side fairings to hold the part at the top.,Procedural Fairings,1,1,MATERIALS,Interstage,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
KzThrustPlate,Thrust Plate [Procedural],"When quad-adapter just isn't enough, Keramzit Engineering has you covered with its wonderful Multi-adapter! Designed for bulding engine clusters, it also found its uses in multiple payload attachment and space bars.",Procedural Fairings,1,1,MATERIALS,Thrust Plate,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KW_PF_Interstage_5,IB - KW Interstage Base - Large,Enables side fairings to hold the part at the top.,Procedural Fairings,1,1,MATERIALS,Interstage,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
squad_interstageSize3,IB - TR-38-D Interstage Shell,A large interstage structure to go between your stages.,Procedural Fairings,1,1,MATERIALS,Interstage,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
fairingSize3,FB - FF3 Airstream Protective Shell,"While the Kerbals at Mission Control were still figuring out how to get their rockets back down to Kerbin safely, the research engineers at FLOOYD were quickly realising that protecting parts on ascent was just as important. Heavy research into two-dimensional-input driven procedural construction was then funded with the hopes of making protective shells for important payloads and interstage areas of the crafts. The protective shells also have the benefit of making the craft more aerodynamic, hopefully saving on precious rocket fuel! The AE-FF3 is the largest size available from FLOOYD.",Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
squad_interstage_adapter,Interstage Adapter (Passable),This interstage adapter allows crew transfer. Slightly heavier than equivalent interstage ring.,Procedural Fairings,1,1,MATERIALS,Interstage,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
KW_FlatFairingBase,FB - KW Domed Fairing Base,Structural base for mounting side fairings and your payload. Decoupler sold separately. Raised surface can ease loading.,Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingFuselage2,Interstage Fairing - Conic [Procedural],"Lacks a decoupler. Useful for space bases, flying saucers, hiding things, and other unconventional projects.",Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingFuselage1,Interstage Fairing - Egg-Shaped [Procedural],"Lacks a decoupler. Useful for space bases, flying saucers, hiding things, and other unconventional projects.",Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingTitan,Payload Fairing - Titan [Procedural],"An old fairing design, but it still checks out.  Straight sections make the fairing easy and cheap to produce, while the varying angle of the segments make the aerodynamic drag profile ideal.  At least, that's what we told the bean-counters.  We just think it looks cool.",Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingDelta,FW - Delta Fairing,Payload fairing used on the Delta series of unmanned launchers.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingAtlas,Payload Fairing - Atlas [Procedural],"This payload fairing wall was designed for the Atlas series of heavy lifting rockets.  The pointed shape optimizes for low drag at high velocities, designed by the engineers who actually expect the rocket to reach those velocities.  Fools.",Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingSide2ger,Payload Fairing - Conic (German) [Procedural],Made from the finest materials found in the fields around the Space Center. Conic version.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingSide2,Payload Fairing - Conic [Procedural],Made from the finest materials found in the fields around the Space Center. Conic version.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingSide1st,Payload Fairing - Egg-Shaped (ST) [Procedural],Made from the finest materials found in the fields around the Space Center. Egg-shaped version.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingSide1stock,Payload Fairing - Egg-Shaped (Stock) [Procedural],Made from the finest materials found in the fields around the Space Center. Egg-shaped version.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingLongMarch2,FW - Long March CLEP/Flag Fairing Wall,"Long March fairing CLEP style, Flag style available on next texture.",Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingSide1us,Payload Fairing - Egg-Shaped (US) [Procedural],Made from the finest materials found in the fields around the Space Center. Egg-shaped version.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingSide1,Payload Fairing - Egg-Shaped [Procedural],Made from the finest materials found in the fields around the Space Center. Egg-shaped version.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingJupiter,Payload Fairing - Jupiter [Procedural],"This fairing is designed with a more curved shape for the Jupiter craft.  The blunted nose provides a better drag profile at lower velocities, and is thus suited for a steeper ascent, where the atmosphere quickly becomes a minimal design factor.  The engineers ran the calculations to see how steep the ascent would have to be before they didn't have to design any fairings.  The budget office laughed at their design proposal.",Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingLongMarch,FW - Long March Fairing Wall,Made from the finest materials found in the fields around the Space Center. Egg-shaped version.,Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KW5mFairingPF,FB - KW Fairing Base - Large,"Structural base for mounting side fairings and your payload. Decoupler sold separately. Raised surface can ease loading. Procedural Fairings Note - for proper base scaling, the size scale has been set to 1.313m = 1.25m, 2.626m = 2.5m, etc.  Use offset tool to set payload position.",Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingConeEgg,FW - Cone-Egg Side Fairing,"Cone on the bottom, egg on top, Everyone's happy! Except the protestors, something about upsetting the natural order of fairings...",Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KW2mFairingPFE,FB - KW Expanded Fairing Base,"Structural base for mounting side fairings and your payload. Decoupler sold separately. Raised surface can ease loading. Procedural Fairings Note - for proper base scaling, the size scale has been set to 1.75m = 1.25m, 3.5m = 2.5m, etc.  Use offset tool to set payload position. Procedural Fairings Note - for proper base scaling, the size scale has been set to 1.4m = 1.0m.  Use offset tool to set payload position.",Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzResizableFairingBaseRing,FB - Payload Fairing - Base [Procedural],Structural base for mounting side fairings and your payload. Decoupler sold separately.,Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzResizableFairingBase,FB - Payload Fairing - Base (Extended) [Procedural],Structural base for mounting side fairings and your payload. Decoupler sold separately. Raised surface can ease loading.,Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KW5mFairingPFE,FB - KW Expanded Fairing Base - Large,"Structural base for mounting side fairings and your payload. Decoupler sold separately. Raised surface can ease loading. Procedural Fairings Note - for proper base scaling, the size scale has been set to 1.625m = 1.25m, 3.25m = 2.5m, etc.  Use offset tool to set payload position. Procedural Fairings Note - for proper base scaling, the size scale has been set to 1.3m = 1.0m.  Use offset tool to set payload position. Procedural Fairings Note - for proper base scaling, the size scale has been set to 1.0504m = 1.0m.  Use offset tool to set payload position.",Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzProcFairingProton,FW - Proton Two-Tiered Fairing Wall,"This fairing wall designed for the Russian Proton Rocket features a two-tiered conic design, for oddly shaped payloads, multiple payloads, or just because it looks cool.",Procedural Fairings,1,1,MATERIALS,Fairing,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KW2mFairingPF,FB - KW Fairing Base,Structural base for mounting side fairings and your payload. Decoupler sold separately. Raised surface can ease loading.,Procedural Fairings,1,1,MATERIALS,Fairing Base,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
proceduralCrewTube,Crew Tube [Procedural],Air tight pressure hull protected by a thick layer of Kevlar and carbon nanofiber blankets to provide protection against micro-meteorites as well as thermal insulation and limited radiation shielding. These parts provide safe and structurally intact internal spaces to allow crew to move between crewed parts.,Procedural Parts,0,2,STATIONS,,1970,spaceStationDev,05-LUNAR,Yes,Yes,,TRUE,,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
proceduralBattery,Battery [Procedural],"With further refinements to procedural tech, we were able to fill a viscoelastic nanopolymer shell with electroactive particles. This gives you a battery able to be adapted to many shapes.",Procedural Parts,0,2,POWER,Battery,PW,postWarAvionics,01-PW,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
proceduralSRBRealFuels,Solid Rocket Motor [Procedural],Made from viscoelastic nanopolymers (which were discovered by accident... growing in the back of the office mini-fridge) this solid rocket can be stretched to accommodate fuel loads of a range of sizes and shapes. Can be optimized for sea-level or high altitude uses. Hardens to a rigid structure before launch! Plume configured by RealPlume.,Procedural Parts,0,50000,SOLID,,1958,solids1958,02-SAT,Yes,Yes,,TRUE,,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
proceduralStackDecoupler,Decoupler [Procedural],Made from viscoelastic nanopolymers (which were discovered by accident... growing in the back of the office mini-fridge) this decoupler can be stretched to accommodate a range of sizes.,Procedural Parts,0,1,MATERIALS,Decoupler,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
proceduralTankRealFuels,Tank [Procedural],"Switchable procedural tank. Comes in various levels of insulation, rigid/balloon, and pressurized/highly-pressurized forms. Defaults to type Default but can be switched to other types in the part popup menu.",Procedural Parts,0,1,MATERIALS,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
proceduralAvionics,Avionics [Procedural],"This is a procedural avionics unit.  It simply contains a battery and avionics control, so don't forget to add an antenna.",Procedural Parts,0,1,AVIONICS,Avionics,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
proceduralNoseCone,Nose Cone [Procedural],"Made from viscoelastic nanopolymers (which were discovered by accident... growing in the back of the office mini-fridge) this nose cone can be stretched to fit a range of diameters, and can be made more or less pointy. Hardens to a rigid structure before launch!",Procedural Parts,0,1,MATERIALS,Nose Cone,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
RO-ProcTankSpaceplane,"Tank [Procedural, Shielded]","Heat-shielded switchable procedural tank with heat shielded Includes normal (Structural), highly pressurized (Fuselage), and cryogenic tank options. Rated for LEO reentries on a spaceplane.",Procedural Parts,0,40000,SPACEPLANES,Fuel Tank,1965,prototypeSpaceplanes,04-ADV,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
proceduralStructural,Structure [Procedural],Made from viscoelastic nanopolymers (which were discovered by accident... growing in the back of the office mini-fridge) this structural element can be stretched to range of sizes and shapes. Hardens to a rigid structure before launch!,Procedural Parts,0,1,MATERIALS,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
KzFlatBoattail,Boattail Adapter,,Procedural Parts (RO Addition),10,1000,MATERIALS,,1950,postWarMaterialsScience,01-PW,Yes,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
,Probe Core Avionics (Ranger III),,ProceduralAvionics,,45000,AVIONICS,Avionics,1964,matureAvionics,04-ADV,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Upper Stage Avionics (Agena),,ProceduralAvionics,,24000,AVIONICS,Avionics,1959,basicAvionics,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Probe Core Avionics (Early Controllable),,ProceduralAvionics,,30000,AVIONICS,Avionics,1959,basicAvionics,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,"Booster Avionics (Early), 1m",,ProceduralAvionics,,9000,AVIONICS,Avionics,1956,earlyAvionics,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Upper Stage Avionics (Able),,ProceduralAvionics,,6000,AVIONICS,Avionics,1958,earlyAvionics,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Probe Core Avionics (Ranger I),,ProceduralAvionics,,36000,AVIONICS,Avionics,1961,interplanetaryProbes,03-HUMAN,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,"Booster Avionics (Early), 2m, 3m",,ProceduralAvionics,,15000,AVIONICS,Avionics,1959,basicAvionics,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Booster Avionics (Saturn I),,ProceduralAvionics,,45000,AVIONICS,Avionics,1966,matureAvionics,04-ADV,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,"Booster Avionics (Starting), 1m",,ProceduralAvionics,,0,AVIONICS,Avionics,0,unlockParts,00-START,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural SRB Sizes - 7.0 x 60.0,,ProcSizes,,,SOLID,Solids,1972,solids1972,06-STATION,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCFAIRINGS_MAXDIAMETER - 6.6,,ProcSizes,,,MATERIALS,Fairings,1961,materialsScienceHuman,03-HUMAN,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCFAIRINGS_MAXDIAMETER - 50.0,,ProcSizes,,,MATERIALS,Fairings,1981,materialsScienceSpaceplanes,07-SPCPLANES,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCFAIRINGS_MAXDIAMETER - 3.05,,ProcSizes,,,MATERIALS,Fairings,1956,materialsScienceSatellite,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural SRB Sizes - 3.1 x 50.0,,ProcSizes,,,SOLID,Solids,1967,solids1967,05-LUNAR,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCFAIRINGS_MAXDIAMETER - 10.1,,ProcSizes,,,MATERIALS,Fairings,1967,materialsScienceLunar,05-LUNAR,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural SRB Sizes - 1.1 x 10.0,,ProcSizes,,,SOLID,Solids,1962,solids1962,03-HUMAN,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCFAIRINGS_MAXDIAMETER - 7.0,,ProcSizes,,,MATERIALS,Fairings,1964,materialsScienceAdvCapsules,04-ADV,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCROCKET_MAXDIAMETER - 7.0,,ProcSizes,,,MATERIALS,Fuel Tank,1964,materialsScienceAdvCapsules,04-ADV,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural SRB Sizes - 11.0 x 120,,ProcSizes,,,SOLID,Solids,1981,solids1981,07-SPCPLANES,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural SRB Sizes - 0.5 x 4.0,,ProcSizes,,,SOLID,Solids,1958,solids1958,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural SRB Sizes - 1.5 x 20.0,,ProcSizes,,,SOLID,Solids,1964,solids1964,04-ADV,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCFAIRINGS_MAXDIAMETER - 16.0,,ProcSizes,,,MATERIALS,Fairings,1972,materialsScienceSpaceStation,06-STATION,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCROCKET_MAXDIAMETER - 10.1,,ProcSizes,,,MATERIALS,Fuel Tank,1967,materialsScienceLunar,05-LUNAR,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCROCKET_MAXDIAMETER - 16.0,,ProcSizes,,,MATERIALS,Fuel Tank,1972,materialsScienceSpaceStation,06-STATION,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCROCKET_MAXDIAMETER - 3.05,,ProcSizes,,,MATERIALS,Fuel Tank,1956,materialsScienceSatellite,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCROCKET_MAXDIAMETER - 6.6,,ProcSizes,,,MATERIALS,Fuel Tank,1961,materialsScienceHuman,03-HUMAN,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural Parts Diameter - 7,,ProcSizes,,,MATERIALS,Structural,1964,materialsScienceAdvCapsules,04-ADV,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural Parts Diameter - 4.6,,ProcSizes,,,MATERIALS,Structural,1961,materialsScienceHuman,03-HUMAN,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural Parts Diameter - 3.1,,ProcSizes,,,MATERIALS,Structural,1956,materialsScienceSatellite,02-SAT,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural Parts Diameter - 16.0,,ProcSizes,,,MATERIALS,Structural,1972,materialsScienceSpaceStation,06-STATION,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural Parts Diameter - 10.1,,ProcSizes,,,MATERIALS,Structural,1967,materialsScienceLunar,05-LUNAR,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,Procedural Parts Diameter - Infinity,,ProcSizes,,,MATERIALS,Structural,1981,materialsScienceSpaceplanes,07-SPCPLANES,,,External,,,,,,,,,,,,,,,,,,,,,,,,
,PROCROCKET_MAXDIAMETER - 50.0,,ProcSizes,,,MATERIALS,Fuel Tank,1981,materialsScienceSpaceplanes,07-SPCPLANES,,,External,,,,,,,,,,,,,,,,,,,,,,,,
ISRU_RTG_100,ISRU_RTG_100,ISRU_RTG_100,Real ISRU,,103600,NUCLEAR,RTG,2014,modernNuclearPower,10-COMM,Yes,No,Yes,FALSE,,,,,,,,,,,,,,,,,,,,,,,
RSBtowerDelta,Delta Fixed Umbilical Tower (FUT),The Delta II Fixed Umbilical Tower (FUT). Supplies all the required resources to the launch vehicle and it's payload.,Real Scale Boosters,10,1,MATERIALS,Launch Clamp,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
